	sequences per sample	iteration	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
alpha_rarefaction_20064_0.txt	20064	0	875.0	856.0	1165.0	1052.0	1087.0	1177.0	2061.0	2712.0	2878.0	2459.0	2538.0	1464.0	1222.0	1995.0	1608.0	1475.0	1255.0	1372.0	2874.0	2667.0	3084.0	3039.0	3547.0	2654.0
alpha_rarefaction_20064_1.txt	20064	1	894.0	861.0	1182.0	1025.0	1086.0	1233.0	2038.0	2713.0	2801.0	2537.0	2467.0	1477.0	1226.0	2003.0	1649.0	1452.0	1258.0	1373.0	2907.0	2725.0	3157.0	3132.0	3578.0	2663.0
alpha_rarefaction_20064_2.txt	20064	2	859.0	865.0	1174.0	1030.0	1079.0	1218.0	2038.0	2695.0	2818.0	2495.0	2479.0	1490.0	1215.0	1970.0	1616.0	1408.0	1251.0	1378.0	2903.0	2710.0	3165.0	3071.0	3569.0	2650.0
alpha_rarefaction_20064_3.txt	20064	3	901.0	870.0	1178.0	1000.0	1066.0	1214.0	2074.0	2687.0	2858.0	2483.0	2516.0	1515.0	1218.0	1971.0	1632.0	1491.0	1288.0	1355.0	2937.0	2777.0	3079.0	3086.0	3544.0	2672.0
alpha_rarefaction_20064_4.txt	20064	4	915.0	857.0	1157.0	1020.0	1070.0	1222.0	2065.0	2719.0	2802.0	2501.0	2545.0	1505.0	1209.0	1989.0	1612.0	1501.0	1254.0	1348.0	2935.0	2709.0	3125.0	3075.0	3504.0	2691.0
alpha_rarefaction_20064_5.txt	20064	5	858.0	815.0	1195.0	1031.0	1069.0	1189.0	2072.0	2655.0	2806.0	2494.0	2509.0	1477.0	1175.0	1990.0	1609.0	1490.0	1244.0	1384.0	2956.0	2737.0	3226.0	3106.0	3538.0	2663.0
alpha_rarefaction_20064_6.txt	20064	6	866.0	875.0	1190.0	1027.0	1113.0	1221.0	2057.0	2630.0	2882.0	2476.0	2553.0	1500.0	1221.0	1966.0	1610.0	1453.0	1256.0	1368.0	2963.0	2683.0	3164.0	3124.0	3586.0	2694.0
alpha_rarefaction_20064_7.txt	20064	7	882.0	840.0	1175.0	1044.0	1089.0	1196.0	2038.0	2645.0	2805.0	2434.0	2533.0	1516.0	1209.0	1984.0	1628.0	1487.0	1258.0	1389.0	2926.0	2687.0	3192.0	3165.0	3525.0	2635.0
alpha_rarefaction_20064_8.txt	20064	8	884.0	860.0	1147.0	1052.0	1081.0	1231.0	2033.0	2657.0	2872.0	2465.0	2498.0	1501.0	1230.0	2002.0	1632.0	1454.0	1284.0	1326.0	2836.0	2746.0	3106.0	3040.0	3477.0	2663.0
alpha_rarefaction_20064_9.txt	20064	9	871.0	876.0	1185.0	1050.0	1088.0	1197.0	2063.0	2702.0	2858.0	2511.0	2523.0	1489.0	1213.0	2006.0	1621.0	1475.0	1248.0	1360.0	2914.0	2716.0	3203.0	3159.0	3542.0	2668.0
alpha_rarefaction_40118_0.txt	40118	0	1165.0	1108.0	1504.0	1381.0	1450.0	1615.0	2736.0	3520.0	3831.0	3385.0	3309.0	1955.0	1596.0	2674.0	2128.0	1957.0	1636.0	1845.0	3979.0	3764.0	4290.0	4273.0	4893.0	3703.0
alpha_rarefaction_40118_1.txt	40118	1	1167.0	1125.0	1549.0	1392.0	1384.0	1601.0	2719.0	3582.0	3751.0	3445.0	3402.0	2001.0	1621.0	2653.0	2117.0	1954.0	1640.0	1817.0	3998.0	3822.0	4357.0	4250.0	4889.0	3672.0
alpha_rarefaction_40118_2.txt	40118	2	1150.0	1119.0	1536.0	1383.0	1416.0	1583.0	2691.0	3541.0	3782.0	3406.0	3408.0	2023.0	1609.0	2615.0	2114.0	1937.0	1618.0	1776.0	3958.0	3737.0	4342.0	4283.0	4932.0	3733.0
alpha_rarefaction_40118_3.txt	40118	3	1136.0	1135.0	1540.0	1402.0	1430.0	1591.0	2718.0	3525.0	3801.0	3424.0	3402.0	2025.0	1605.0	2627.0	2135.0	1942.0	1642.0	1812.0	4008.0	3773.0	4375.0	4245.0	4947.0	3652.0
alpha_rarefaction_40118_4.txt	40118	4	1159.0	1105.0	1557.0	1368.0	1407.0	1601.0	2732.0	3547.0	3813.0	3405.0	3373.0	2041.0	1602.0	2656.0	2141.0	1939.0	1624.0	1817.0	4037.0	3807.0	4307.0	4287.0	4995.0	3634.0
alpha_rarefaction_40118_5.txt	40118	5	1123.0	1090.0	1553.0	1389.0	1397.0	1566.0	2785.0	3521.0	3823.0	3399.0	3318.0	2029.0	1613.0	2674.0	2171.0	1950.0	1626.0	1846.0	3957.0	3707.0	4334.0	4249.0	4912.0	3763.0
alpha_rarefaction_40118_6.txt	40118	6	1156.0	1136.0	1512.0	1366.0	1389.0	1596.0	2746.0	3535.0	3840.0	3453.0	3397.0	2018.0	1602.0	2635.0	2131.0	1953.0	1610.0	1816.0	3947.0	3759.0	4318.0	4312.0	4938.0	3661.0
alpha_rarefaction_40118_7.txt	40118	7	1148.0	1141.0	1523.0	1367.0	1377.0	1620.0	2669.0	3556.0	3786.0	3399.0	3359.0	2003.0	1639.0	2608.0	2066.0	1978.0	1645.0	1816.0	4033.0	3741.0	4296.0	4264.0	4929.0	3666.0
alpha_rarefaction_40118_8.txt	40118	8	1138.0	1142.0	1559.0	1357.0	1377.0	1574.0	2740.0	3547.0	3823.0	3376.0	3345.0	1974.0	1616.0	2649.0	2115.0	1966.0	1651.0	1812.0	3979.0	3710.0	4324.0	4304.0	4960.0	3622.0
alpha_rarefaction_40118_9.txt	40118	9	1145.0	1130.0	1547.0	1351.0	1403.0	1621.0	2778.0	3563.0	3799.0	3443.0	3374.0	2011.0	1608.0	2630.0	2125.0	1974.0	1628.0	1793.0	3944.0	3771.0	4281.0	4322.0	4979.0	3683.0
alpha_rarefaction_60172_0.txt	60172	0	1350.0	1298.0	1795.0	1598.0	1609.0	1863.0	3135.0	4165.0	4401.0	3964.0	3915.0	2377.0	1866.0	3085.0	2482.0	2277.0	1889.0	2125.0	4725.0	4425.0	5162.0	5014.0	5951.0	4375.0
alpha_rarefaction_60172_1.txt	60172	1	1333.0	1297.0	1795.0	1620.0	1619.0	1850.0	3153.0	4102.0	4378.0	3990.0	3902.0	2334.0	1847.0	3106.0	2475.0	2284.0	1913.0	2143.0	4766.0	4475.0	5142.0	5047.0	5878.0	4415.0
alpha_rarefaction_60172_2.txt	60172	2	1355.0	1340.0	1787.0	1581.0	1632.0	1840.0	3148.0	4117.0	4386.0	4039.0	3954.0	2371.0	1884.0	3097.0	2453.0	2281.0	1875.0	2109.0	4647.0	4489.0	5082.0	5111.0	5886.0	4428.0
alpha_rarefaction_60172_3.txt	60172	3	1313.0	1328.0	1774.0	1616.0	1585.0	1871.0	3177.0	4130.0	4457.0	3973.0	3914.0	2377.0	1893.0	3103.0	2470.0	2268.0	1914.0	2108.0	4682.0	4561.0	5158.0	5045.0	5858.0	4411.0
alpha_rarefaction_60172_4.txt	60172	4	1334.0	1299.0	1749.0	1617.0	1624.0	1872.0	3164.0	4132.0	4431.0	3958.0	3906.0	2336.0	1886.0	3082.0	2471.0	2273.0	1859.0	2139.0	4634.0	4462.0	5133.0	5085.0	5809.0	4348.0
alpha_rarefaction_60172_5.txt	60172	5	1317.0	1293.0	1786.0	1609.0	1621.0	1858.0	3174.0	4098.0	4488.0	4039.0	3979.0	2318.0	1868.0	3082.0	2471.0	2299.0	1884.0	2107.0	4678.0	4477.0	5160.0	5060.0	5846.0	4344.0
alpha_rarefaction_60172_6.txt	60172	6	1336.0	1315.0	1808.0	1622.0	1629.0	1855.0	3148.0	4102.0	4423.0	4034.0	3923.0	2344.0	1882.0	3049.0	2463.0	2242.0	1886.0	2143.0	4746.0	4459.0	5081.0	5126.0	5855.0	4345.0
alpha_rarefaction_60172_7.txt	60172	7	1320.0	1335.0	1759.0	1598.0	1626.0	1819.0	3148.0	4128.0	4371.0	4039.0	3877.0	2367.0	1921.0	3076.0	2459.0	2273.0	1876.0	2121.0	4682.0	4499.0	5094.0	5141.0	5861.0	4369.0
alpha_rarefaction_60172_8.txt	60172	8	1331.0	1332.0	1754.0	1630.0	1623.0	1842.0	3148.0	4110.0	4445.0	3969.0	3938.0	2360.0	1871.0	3082.0	2457.0	2294.0	1871.0	2145.0	4711.0	4455.0	5100.0	5108.0	5848.0	4418.0
alpha_rarefaction_60172_9.txt	60172	9	1332.0	1341.0	1802.0	1603.0	1607.0	1859.0	3205.0	4121.0	4467.0	3999.0	3964.0	2346.0	1893.0	3081.0	2494.0	2304.0	1859.0	2129.0	4720.0	4448.0	5165.0	5065.0	5857.0	4417.0
alpha_rarefaction_80226_0.txt	80226	0	1479.0	1446.0	1976.0	1784.0	1786.0	2062.0	3464.0	4521.0	4895.0	4506.0	4347.0	2635.0	2092.0	3420.0	2755.0	2520.0	2059.0	2328.0	5132.0	5014.0	5755.0	5698.0	6552.0	4952.0
alpha_rarefaction_80226_1.txt	80226	1	1465.0	1478.0	1975.0	1782.0	1805.0	2049.0	3473.0	4530.0	4917.0	4484.0	4349.0	2590.0	2109.0	3417.0	2725.0	2507.0	2038.0	2370.0	5250.0	5033.0	5770.0	5666.0	6528.0	4886.0
alpha_rarefaction_80226_2.txt	80226	2	1451.0	1438.0	1963.0	1788.0	1769.0	2059.0	3477.0	4479.0	4890.0	4519.0	4349.0	2651.0	2070.0	3452.0	2684.0	2533.0	2041.0	2336.0	5204.0	5029.0	5726.0	5688.0	6506.0	4926.0
alpha_rarefaction_80226_3.txt	80226	3	1469.0	1457.0	1980.0	1806.0	1753.0	2030.0	3485.0	4579.0	4899.0	4498.0	4362.0	2598.0	2093.0	3439.0	2696.0	2531.0	2066.0	2355.0	5198.0	5033.0	5744.0	5630.0	6492.0	4926.0
alpha_rarefaction_80226_4.txt	80226	4	1472.0	1428.0	1960.0	1793.0	1787.0	2074.0	3500.0	4529.0	4979.0	4453.0	4356.0	2591.0	2127.0	3408.0	2720.0	2542.0	2054.0	2332.0	5217.0	5035.0	5729.0	5574.0	6565.0	4936.0
alpha_rarefaction_80226_5.txt	80226	5	1464.0	1454.0	1951.0	1787.0	1785.0	2070.0	3499.0	4505.0	4925.0	4463.0	4327.0	2602.0	2118.0	3469.0	2712.0	2495.0	2069.0	2373.0	5199.0	5082.0	5716.0	5710.0	6560.0	4948.0
alpha_rarefaction_80226_6.txt	80226	6	1459.0	1472.0	1988.0	1762.0	1747.0	2030.0	3509.0	4543.0	4911.0	4515.0	4389.0	2585.0	2083.0	3428.0	2723.0	2525.0	2071.0	2354.0	5222.0	4984.0	5737.0	5682.0	6481.0	4969.0
alpha_rarefaction_80226_7.txt	80226	7	1470.0	1427.0	1944.0	1767.0	1771.0	2046.0	3484.0	4490.0	4880.0	4526.0	4358.0	2633.0	2102.0	3425.0	2715.0	2516.0	2076.0	2368.0	5223.0	5042.0	5778.0	5718.0	6593.0	4969.0
alpha_rarefaction_80226_8.txt	80226	8	1471.0	1421.0	1975.0	1815.0	1770.0	2059.0	3463.0	4498.0	4876.0	4469.0	4376.0	2659.0	2090.0	3406.0	2745.0	2544.0	2033.0	2367.0	5220.0	4967.0	5730.0	5731.0	6555.0	4950.0
alpha_rarefaction_80226_9.txt	80226	9	1501.0	1462.0	1940.0	1805.0	1801.0	2045.0	3512.0	4487.0	4928.0	4496.0	4332.0	2614.0	2082.0	3423.0	2727.0	2552.0	2071.0	2341.0	5170.0	5040.0	5785.0	5703.0	6573.0	4945.0
alpha_rarefaction_100280_0.txt	100280	0	1613.0	1575.0	2126.0	1896.0	1898.0	2223.0	3774.0	4818.0	5228.0	4881.0	4728.0	2820.0	2264.0	3730.0	2915.0	2732.0	2232.0	2528.0	5625.0	5485.0	6233.0	6233.0	7096.0	5347.0
alpha_rarefaction_100280_1.txt	100280	1	1612.0	1577.0	2114.0	1937.0	1928.0	2206.0	3737.0	4849.0	5330.0	4840.0	4780.0	2854.0	2268.0	3689.0	2920.0	2705.0	2203.0	2536.0	5648.0	5478.0	6281.0	6181.0	7107.0	5411.0
alpha_rarefaction_100280_2.txt	100280	2	1596.0	1574.0	2110.0	1928.0	1919.0	2196.0	3768.0	4850.0	5268.0	4867.0	4736.0	2841.0	2270.0	3744.0	2899.0	2732.0	2247.0	2500.0	5578.0	5468.0	6206.0	6198.0	7221.0	5428.0
alpha_rarefaction_100280_3.txt	100280	3	1606.0	1578.0	2108.0	1919.0	1919.0	2206.0	3760.0	4853.0	5283.0	4879.0	4705.0	2873.0	2271.0	3707.0	2943.0	2705.0	2191.0	2522.0	5641.0	5458.0	6211.0	6202.0	7060.0	5377.0
alpha_rarefaction_100280_4.txt	100280	4	1579.0	1610.0	2127.0	1928.0	1934.0	2180.0	3790.0	4844.0	5292.0	4877.0	4771.0	2848.0	2251.0	3693.0	2935.0	2726.0	2224.0	2512.0	5631.0	5482.0	6212.0	6103.0	7138.0	5432.0
alpha_rarefaction_100280_5.txt	100280	5	1578.0	1581.0	2116.0	1903.0	1917.0	2207.0	3733.0	4864.0	5319.0	4889.0	4662.0	2843.0	2302.0	3727.0	2910.0	2683.0	2250.0	2515.0	5660.0	5474.0	6281.0	6201.0	7110.0	5392.0
alpha_rarefaction_100280_6.txt	100280	6	1610.0	1582.0	2112.0	1930.0	1922.0	2209.0	3748.0	4851.0	5297.0	4870.0	4710.0	2822.0	2276.0	3683.0	2925.0	2695.0	2219.0	2516.0	5601.0	5543.0	6295.0	6148.0	7197.0	5355.0
alpha_rarefaction_100280_7.txt	100280	7	1583.0	1557.0	2112.0	1963.0	1920.0	2201.0	3766.0	4828.0	5291.0	4874.0	4744.0	2803.0	2278.0	3718.0	2909.0	2732.0	2202.0	2521.0	5676.0	5467.0	6277.0	6180.0	7187.0	5354.0
alpha_rarefaction_100280_8.txt	100280	8	1603.0	1579.0	2125.0	1940.0	1920.0	2218.0	3748.0	4825.0	5329.0	4841.0	4704.0	2831.0	2236.0	3702.0	2925.0	2668.0	2215.0	2557.0	5604.0	5437.0	6205.0	6231.0	7174.0	5452.0
alpha_rarefaction_100280_9.txt	100280	9	1600.0	1583.0	2101.0	1926.0	1914.0	2215.0	3728.0	4845.0	5319.0	4866.0	4726.0	2808.0	2255.0	3697.0	2920.0	2715.0	2212.0	2532.0	5613.0	5469.0	6273.0	6176.0	7153.0	5340.0
alpha_rarefaction_120334_0.txt	120334	0	1700.0	1684.0	2242.0	2053.0	2007.0	2340.0	3977.0	5090.0	5619.0	5143.0	5023.0	3041.0	2422.0	3947.0	3114.0	2870.0	2333.0	2694.0	5921.0	5878.0	6640.0	6590.0	7635.0	5735.0
alpha_rarefaction_120334_1.txt	120334	1	1685.0	1676.0	2232.0	2066.0	2017.0	2348.0	3972.0	5107.0	5632.0	5231.0	4992.0	3089.0	2423.0	3949.0	3064.0	2862.0	2357.0	2706.0	5939.0	5897.0	6657.0	6621.0	7509.0	5734.0
alpha_rarefaction_120334_2.txt	120334	2	1700.0	1691.0	2223.0	2038.0	2032.0	2345.0	3963.0	5123.0	5590.0	5175.0	4991.0	3054.0	2416.0	3924.0	3072.0	2856.0	2376.0	2671.0	5966.0	5873.0	6669.0	6581.0	7618.0	5754.0
alpha_rarefaction_120334_3.txt	120334	3	1690.0	1677.0	2254.0	2083.0	2032.0	2351.0	3993.0	5113.0	5634.0	5233.0	4989.0	3067.0	2417.0	3921.0	3104.0	2899.0	2391.0	2713.0	5968.0	5883.0	6653.0	6611.0	7598.0	5761.0
alpha_rarefaction_120334_4.txt	120334	4	1691.0	1694.0	2279.0	2037.0	2013.0	2333.0	3995.0	5060.0	5606.0	5217.0	5024.0	3043.0	2385.0	3892.0	3090.0	2909.0	2358.0	2707.0	5977.0	5899.0	6661.0	6606.0	7595.0	5752.0
alpha_rarefaction_120334_5.txt	120334	5	1705.0	1704.0	2265.0	2036.0	2027.0	2361.0	3981.0	5081.0	5629.0	5216.0	5022.0	3030.0	2421.0	3889.0	3102.0	2890.0	2359.0	2685.0	5946.0	5894.0	6697.0	6639.0	7577.0	5749.0
alpha_rarefaction_120334_6.txt	120334	6	1679.0	1684.0	2247.0	2048.0	2014.0	2345.0	4037.0	5116.0	5624.0	5194.0	4963.0	3045.0	2400.0	3939.0	3093.0	2888.0	2369.0	2697.0	5954.0	5866.0	6679.0	6571.0	7552.0	5747.0
alpha_rarefaction_120334_7.txt	120334	7	1705.0	1675.0	2260.0	2057.0	2033.0	2354.0	4012.0	5104.0	5624.0	5221.0	5015.0	3027.0	2390.0	3930.0	3103.0	2870.0	2335.0	2685.0	5981.0	5847.0	6659.0	6581.0	7598.0	5777.0
alpha_rarefaction_120334_8.txt	120334	8	1706.0	1679.0	2246.0	2050.0	2023.0	2344.0	3987.0	5084.0	5615.0	5216.0	4996.0	3027.0	2390.0	3959.0	3118.0	2876.0	2372.0	2667.0	5954.0	5834.0	6688.0	6571.0	7609.0	5749.0
alpha_rarefaction_120334_9.txt	120334	9	1691.0	1684.0	2250.0	2048.0	2019.0	2335.0	3993.0	5111.0	5610.0	5187.0	5007.0	3045.0	2437.0	3913.0	3091.0	2910.0	2367.0	2666.0	5964.0	5887.0	6650.0	6629.0	7586.0	5679.0
alpha_rarefaction_140388_0.txt	140388	0	1775.0	1761.0	2377.0	2167.0	2144.0	2464.0	4132.0	5349.0	5922.0	5482.0	5273.0	3184.0	2537.0	4145.0	3257.0	3036.0	2441.0	2841.0	6245.0	6211.0	7044.0	6935.0	7988.0	6098.0
alpha_rarefaction_140388_1.txt	140388	1	1772.0	1786.0	2364.0	2168.0	2102.0	2467.0	4185.0	5280.0	5887.0	5459.0	5248.0	3210.0	2560.0	4115.0	3254.0	3015.0	2455.0	2835.0	6250.0	6196.0	7021.0	6931.0	7971.0	6081.0
alpha_rarefaction_140388_2.txt	140388	2	1745.0	1793.0	2356.0	2146.0	2146.0	2479.0	4210.0	5345.0	5911.0	5471.0	5266.0	3218.0	2533.0	4142.0	3252.0	3016.0	2450.0	2812.0	6271.0	6216.0	6994.0	6921.0	7930.0	6058.0
alpha_rarefaction_140388_3.txt	140388	3	1794.0	1773.0	2375.0	2153.0	2117.0	2465.0	4219.0	5314.0	5862.0	5486.0	5225.0	3254.0	2548.0	4110.0	3255.0	3037.0	2478.0	2813.0	6259.0	6234.0	7030.0	6972.0	7974.0	6122.0
alpha_rarefaction_140388_4.txt	140388	4	1759.0	1756.0	2375.0	2157.0	2127.0	2476.0	4162.0	5285.0	5873.0	5498.0	5237.0	3229.0	2536.0	4109.0	3245.0	3030.0	2467.0	2825.0	6245.0	6210.0	7021.0	6925.0	7993.0	6101.0
alpha_rarefaction_140388_5.txt	140388	5	1771.0	1760.0	2392.0	2161.0	2127.0	2484.0	4187.0	5317.0	5913.0	5468.0	5256.0	3194.0	2518.0	4146.0	3212.0	3056.0	2468.0	2811.0	6288.0	6187.0	7034.0	6911.0	7994.0	6060.0
alpha_rarefaction_140388_6.txt	140388	6	1761.0	1768.0	2365.0	2175.0	2114.0	2447.0	4155.0	5327.0	5936.0	5484.0	5254.0	3228.0	2537.0	4102.0	3247.0	3043.0	2460.0	2853.0	6287.0	6192.0	7008.0	6911.0	7991.0	6056.0
alpha_rarefaction_140388_7.txt	140388	7	1794.0	1779.0	2361.0	2202.0	2134.0	2476.0	4207.0	5341.0	5889.0	5510.0	5235.0	3198.0	2526.0	4162.0	3229.0	3041.0	2475.0	2813.0	6259.0	6178.0	6986.0	7022.0	8044.0	6108.0
alpha_rarefaction_140388_8.txt	140388	8	1786.0	1769.0	2340.0	2171.0	2127.0	2482.0	4209.0	5333.0	5884.0	5468.0	5236.0	3199.0	2552.0	4092.0	3209.0	3009.0	2455.0	2822.0	6285.0	6236.0	7014.0	6911.0	7954.0	6070.0
alpha_rarefaction_140388_9.txt	140388	9	1773.0	1740.0	2373.0	2185.0	2109.0	2475.0	4182.0	5289.0	5900.0	5518.0	5283.0	3194.0	2542.0	4128.0	3238.0	3031.0	2445.0	2835.0	6245.0	6191.0	7023.0	6914.0	7986.0	6086.0
alpha_rarefaction_160442_0.txt	160442	0	1860.0	1865.0	2462.0	2267.0	2194.0	2555.0	4343.0	5520.0	6124.0	5726.0	5472.0	3356.0	2648.0	4295.0	3373.0	n/a	2607.0	2957.0	6527.0	6467.0	7328.0	7273.0	8328.0	6387.0
alpha_rarefaction_160442_1.txt	160442	1	1845.0	1854.0	2462.0	2249.0	2211.0	2589.0	4336.0	5565.0	6123.0	5725.0	5459.0	3352.0	2659.0	4280.0	3363.0	n/a	2567.0	2927.0	6501.0	6509.0	7324.0	7260.0	8295.0	6341.0
alpha_rarefaction_160442_2.txt	160442	2	1861.0	1848.0	2453.0	2261.0	2216.0	2596.0	4367.0	5487.0	6118.0	5732.0	5463.0	3354.0	2650.0	4276.0	3374.0	n/a	2583.0	2951.0	6495.0	6491.0	7303.0	7215.0	8311.0	6374.0
alpha_rarefaction_160442_3.txt	160442	3	1844.0	1854.0	2468.0	2266.0	2196.0	2579.0	4342.0	5512.0	6138.0	5765.0	5461.0	3371.0	2654.0	4288.0	3403.0	n/a	2566.0	2963.0	6504.0	6479.0	7323.0	7299.0	8302.0	6381.0
alpha_rarefaction_160442_4.txt	160442	4	1841.0	1837.0	2478.0	2263.0	2206.0	2579.0	4343.0	5504.0	6102.0	5717.0	5426.0	3359.0	2652.0	4289.0	3376.0	n/a	2590.0	2921.0	6513.0	6498.0	7376.0	7274.0	8313.0	6358.0
alpha_rarefaction_160442_5.txt	160442	5	1872.0	1868.0	2482.0	2253.0	2219.0	2568.0	4352.0	5509.0	6134.0	5742.0	5471.0	3378.0	2651.0	4274.0	3367.0	n/a	2579.0	2931.0	6517.0	6473.0	7348.0	7245.0	8347.0	6340.0
alpha_rarefaction_160442_6.txt	160442	6	1861.0	1851.0	2455.0	2261.0	2218.0	2587.0	4358.0	5496.0	6140.0	5730.0	5470.0	3375.0	2646.0	4277.0	3372.0	n/a	2555.0	2955.0	6511.0	6497.0	7301.0	7266.0	8303.0	6360.0
alpha_rarefaction_160442_7.txt	160442	7	1855.0	1870.0	2453.0	2264.0	2229.0	2559.0	4353.0	5515.0	6166.0	5738.0	5460.0	3368.0	2638.0	4308.0	3396.0	n/a	2586.0	2931.0	6500.0	6531.0	7316.0	7237.0	8297.0	6408.0
alpha_rarefaction_160442_8.txt	160442	8	1860.0	1845.0	2465.0	2270.0	2227.0	2596.0	4373.0	5494.0	6112.0	5733.0	5467.0	3380.0	2649.0	4296.0	3388.0	n/a	2553.0	2955.0	6506.0	6472.0	7360.0	7279.0	8350.0	6323.0
alpha_rarefaction_160442_9.txt	160442	9	1821.0	1860.0	2452.0	2247.0	2224.0	2581.0	4356.0	5522.0	6138.0	5719.0	5450.0	3361.0	2639.0	4271.0	3389.0	n/a	2584.0	2944.0	6527.0	6498.0	7334.0	7252.0	8295.0	6371.0
alpha_rarefaction_180496_0.txt	180496	0	1894.0	1917.0	2550.0	2343.0	2295.0	2674.0	4501.0	5688.0	6354.0	5950.0	5648.0	3514.0	2744.0	4445.0	3494.0	n/a	2651.0	3060.0	6735.0	6748.0	7605.0	7537.0	8648.0	6615.0
alpha_rarefaction_180496_1.txt	180496	1	1925.0	1935.0	2531.0	2365.0	2302.0	2661.0	4501.0	5697.0	6353.0	5961.0	5658.0	3498.0	2750.0	4438.0	3503.0	n/a	2647.0	3047.0	6734.0	6757.0	7606.0	7511.0	8624.0	6615.0
alpha_rarefaction_180496_2.txt	180496	2	1927.0	1938.0	2549.0	2352.0	2302.0	2684.0	4503.0	5703.0	6335.0	5948.0	5654.0	3503.0	2751.0	4451.0	3489.0	n/a	2665.0	3036.0	6732.0	6757.0	7610.0	7493.0	8616.0	6635.0
alpha_rarefaction_180496_3.txt	180496	3	1940.0	1934.0	2557.0	2353.0	2307.0	2662.0	4520.0	5683.0	6340.0	5936.0	5648.0	3521.0	2744.0	4444.0	3483.0	n/a	2688.0	3050.0	6732.0	6768.0	7598.0	7525.0	8665.0	6627.0
alpha_rarefaction_180496_4.txt	180496	4	1941.0	1936.0	2555.0	2353.0	2305.0	2684.0	4515.0	5675.0	6331.0	5962.0	5649.0	3491.0	2746.0	4447.0	3497.0	n/a	2673.0	3049.0	6735.0	6754.0	7610.0	7515.0	8668.0	6614.0
alpha_rarefaction_180496_5.txt	180496	5	1916.0	1936.0	2579.0	2351.0	2311.0	2670.0	4496.0	5694.0	6339.0	5956.0	5661.0	3512.0	2748.0	4450.0	3493.0	n/a	2659.0	3057.0	6734.0	6751.0	7605.0	7529.0	8581.0	6603.0
